DATATIME,WINDSPEED,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,YD15
2020-02-12 05:00:00,4.29999997004112,219.99999883239082,2.9999998147971825,97.9999997007675,1007.0000068591753,102329.96
2020-02-12 05:15:00,4.29999997004112,218.0000008272592,2.9999998147971825,97.9999997007675,1007.0000068591753,102761.164
2020-02-12 05:30:00,4.400000026174318,215.9999979537492,2.9999998147971825,97.9999997007675,1007.0000068591753,103673.29
2020-02-12 05:45:00,4.500000017801505,213.00000094605176,3.100000173966296,97.9999997007675,1007.0000068591753,105336.31
2020-02-12 06:00:00,4.700000001055879,210.99999807254173,3.100000173966296,97.9999997007675,1007.0000068591753,106729.39
2020-02-12 06:15:00,4.700000001055879,208.0000010648443,3.100000173966296,97.9999997007675,1007.0000068591753,107376.234
2020-02-12 06:30:00,4.799999992683066,204.00000018620267,3.100000173966296,97.9999997007675,1007.0000068591753,108719.59
2020-02-12 06:45:00,4.899999984310253,200.99999831012684,3.2000001389847466,97.00000062130393,1008.0000014037728,110679.56
2020-02-12 07:00:00,5.099999999817633,198.0000013024294,3.2000001389847466,97.00000062130393,1008.0000014037728,112288.26
2020-02-12 07:15:00,5.199999999508071,195.99999842891938,3.500000034040097,97.00000062130393,1008.0000014037728,114806.16
2020-02-12 07:30:00,5.199999999508071,192.00000241865615,3.9999998591323473,96.00000026182514,1008.0000014037728,118238.734
2020-02-12 07:45:00,5.299999999198509,189.00000054258032,4.500000078375262,94.99999990234636,1008.0000014037728,121936.61
2020-02-12 08:00:00,5.299999999198509,184.9999996639387,4.999999903467513,93.99999954286757,1008.0000014037728,125369.195
2020-02-12 08:15:00,5.299999999198509,182.99999922461788,5.499999925635095,93.00000046340399,1008.0000014037728,128370.55
2020-02-12 08:30:00,5.099999999817633,182.00000022205205,6.199999976377244,89.99999938496765,1008.0000014037728,131052.664
2020-02-12 08:45:00,4.999999992063943,179.99999978273124,6.89999997785056,87.0000002265541,1008.9999959483703,134834.45
2020-02-12 09:00:00,4.799999992683066,179.99999978273124,7.600000003958292,83.99999978812535,1008.9999959483703,137300.97
2020-02-12 09:15:00,4.600000009428692,179.00000078016544,8.199999966509909,82.00000002917919,1008.9999959483703,139553.98
2020-02-12 09:30:00,4.400000026174318,179.00000078016544,8.799999953695941,79.00000007075614,1008.9999959483703,141481.98
2020-02-12 09:45:00,4.099999986786746,179.99999978273124,9.399999940881974,76.00000003233214,1008.9999959483703,142712.52
2020-02-12 10:00:00,3.900000003532372,179.99999978273124,9.999999928068007,72.99999999390815,1008.9999959483703,144639.77
2020-02-12 10:15:00,3.7999999473991743,177.99999934341042,10.499999950235589,71.00000023496199,1008.9999959483703,147051.1
2020-02-12 10:30:00,3.900000003532372,177.00000034084462,11.000000169478504,67.99999979653323,1008.9999959483703,150099.14
2020-02-12 10:45:00,3.900000003532372,175.9999989040896,11.499999994570754,65.99999971758326,1008.9999959483703,152650.94
2020-02-12 11:00:00,4.00000005966557,174.00000089895798,11.999999819663005,62.99999991916212,1008.9999959483703,155656.78
2020-02-12 11:15:00,4.00000005966557,174.00000089895798,12.400000073887469,61.000000480219754,1008.9999959483703,157362.83
2020-02-12 11:30:00,4.00000005966557,174.00000089895798,12.69999996894282,60.00000012074098,1008.9999959483703,158698.3
2020-02-12 11:45:00,3.900000003532372,172.999999462203,13.099999829016621,57.999999401783406,1008.0000014037728,159692.7
2020-02-12 12:00:00,3.900000003532372,172.999999462203,13.400000118222636,57.00000032231983,1008.0000014037728,161024.97
2020-02-12 12:15:00,3.900000003532372,172.999999462203,13.700000013277986,55.999999962841045,1008.0000014037728,162357.25
